model,run_id,speaker,utt_start,utt_end,word,word_start,word_end,confidence
whisper-large,20251117T020632Z_whisper-large_conf90,0.0,0.48,4.24,los,0.48,0.71999997,0.47728127
whisper-large,20251117T020632Z_whisper-large_conf90,0.0,0.48,4.24,hernandez,0.71999997,1.22,0.67322814
whisper-large,20251117T020632Z_whisper-large_conf90,0.0,0.48,4.24,orlando,1.28,1.56,0.8432836
whisper-large,20251117T020632Z_whisper-large_conf90,0.0,0.48,4.24,police,1.56,1.88,0.8975233
whisper-large,20251117T020632Z_whisper-large_conf90,0.0,0.48,4.24,department,1.88,2.1399999,0.030413559
whisper-large,20251117T020632Z_whisper-large_conf90,0.0,0.48,4.24,do,2.1399999,2.3999999,0.87942505
whisper-large,20251117T020632Z_whisper-large_conf90,0.0,0.48,4.24,you,2.3999999,2.5,0.7164895
whisper-large,20251117T020632Z_whisper-large_conf90,0.0,0.48,4.24,have,2.5,2.54,0.8588163
whisper-large,20251117T020632Z_whisper-large_conf90,0.0,0.48,4.24,your,2.54,2.72,0.73396635
whisper-large,20251117T020632Z_whisper-large_conf90,0.0,0.48,4.24,license,2.72,2.8999999,0.8002052
whisper-large,20251117T020632Z_whisper-large_conf90,0.0,0.48,4.24,and,2.8999999,2.98,0.86090857
whisper-large,20251117T020632Z_whisper-large_conf90,0.0,0.48,4.24,registration,2.98,3.34,0.89358836
whisper-large,20251117T020632Z_whisper-large_conf90,0.0,0.48,4.24,on,3.34,3.48,0.99157614
whisper-large,20251117T020632Z_whisper-large_conf90,0.0,0.48,4.24,you,3.48,3.74,0.040359393
whisper-large,20251117T020632Z_whisper-large_conf90,0.0,0.48,4.24,no,3.74,4.24,0.08166334
whisper-large,20251117T020632Z_whisper-large_conf90,0.0,4.8199997,10.38,you,4.8199997,4.9,0.99873894
whisper-large,20251117T020632Z_whisper-large_conf90,0.0,4.8199997,10.38,don't,4.9,5.14,0.8808899
whisper-large,20251117T020632Z_whisper-large_conf90,0.0,4.8199997,10.38,have,5.14,5.2799997,0.71878016
whisper-large,20251117T020632Z_whisper-large_conf90,0.0,4.8199997,10.38,your,5.2799997,5.46,0.92092335
whisper-large,20251117T020632Z_whisper-large_conf90,0.0,4.8199997,10.38,license,5.46,5.96,0.13857087
whisper-large,20251117T020632Z_whisper-large_conf90,0.0,4.8199997,10.38,no,6.04,6.47,0.61823905
